SaleID,Date,CustomerID,ProductID,Quantity,Channel,City
S04433,2024-08-14,CUST-168,PROD-024,6,E-commerce,Majalengka
S04434,2024-03-07,CUST-041,PROD-019,30,E-commerce,Cirebon Kab.
S04435,2024-10-06,CUST-009,PROD-011,87,Traditional Trade,Garut
S04436,2024-07-11,CUST-008,PROD-040,83,Modern Trade,Tasikmalaya Kab.
S04437,2024-03-12,CUST-172,PROD-040,360,Distributor,Kuningan
S04438,2024-04-04,CUST-186,PROD-039,30,Traditional Trade,Tasikmalaya
S04439,2024-10-05,CUST-104,PROD-018,42,E-commerce,Karawang
S04440,2024-06-15,CUST-195,PROD-012,125,Traditional Trade,Tasikmalaya
S04441,2024-03-15,CUST-013,PROD-014,292,Distributor,Cianjur
S04442,2024-12-22,CUST-019,PROD-018,71,Traditional Trade,Banjar
S04443,2024-09-18,CUST-098,PROD-012,125,Modern Trade,Sumedang
S04444,2024-12-18,CUST-096,PROD-040,372,Distributor,Indramayu
S04445,2024-05-20,CUST-049,PROD-027,189,Modern Trade,Pangandaran
S04446,2024-06-12,CUST-100,PROD-006,10,Traditional Trade,Pangandaran
S04447,2024-12-01,CUST-082,PROD-024,123,Modern Trade,Tasikmalaya Kab.
S04448,2024-07-02,CUST-158,PROD-033,14,Traditional Trade,Depok
S04449,2024-09-14,CUST-066,PROD-016,47,Modern Trade,Cimahi
S04450,2024-03-24,CUST-091,PROD-012,86,Modern Trade,Subang
S04451,2024-06-01,CUST-059,PROD-031,38,E-commerce,Tasikmalaya Kab.
S04452,2024-02-16,CUST-053,PROD-037,16,Traditional Trade,Bogor Kab.
S04453,2024-03-12,CUST-052,PROD-013,351,Distributor,Sumedang
S04454,2024-01-01,CUST-081,PROD-008,58,Modern Trade,Sumedang
S04455,2024-01-16,CUST-159,PROD-038,263,Modern Trade,Garut Kab.
S04456,2024-12-25,CUST-015,PROD-003,27,E-commerce,Bogor Kab.
S04457,2024-03-22,CUST-121,PROD-020,8,E-commerce,Bogor
S04458,2024-08-25,CUST-148,PROD-004,5,E-commerce,Bogor
S04459,2024-11-13,CUST-005,PROD-002,106,Traditional Trade,Cimahi
S04460,2024-07-13,CUST-135,PROD-036,231,Modern Trade,Bandung
S04461,2024-02-27,CUST-018,PROD-023,64,Traditional Trade,Bogor
S04462,2024-09-25,CUST-056,PROD-019,105,Traditional Trade,Sumedang
S04463,2024-08-02,CUST-075,PROD-040,206,Distributor,Bandung Barat
S04464,2024-09-26,CUST-096,PROD-008,391,Distributor,Indramayu
S04465,2024-10-16,CUST-114,PROD-016,431,Distributor,Cirebon Kab.
S04466,2024-12-24,CUST-101,PROD-018,211,Modern Trade,Cianjur
S04467,2024-07-22,CUST-173,PROD-036,276,Modern Trade,Depok
S04468,2024-04-17,CUST-028,PROD-024,44,Modern Trade,Cirebon Kab.
S04469,2024-08-19,CUST-050,PROD-001,304,Distributor,Sukabumi
S04470,2024-01-27,CUST-002,PROD-001,23,E-commerce,Ciamis
S04471,2024-11-30,CUST-068,PROD-036,8,E-commerce,Bogor
S04472,2024-02-15,CUST-128,PROD-011,21,E-commerce,Tasikmalaya Kab.
S04473,2024-04-13,CUST-077,PROD-018,174,Modern Trade,Banjar
S04474,2024-11-06,CUST-024,PROD-016,37,Modern Trade,Bekasi Kab.
S04475,2024-08-01,CUST-112,PROD-017,120,Traditional Trade,Cianjur
S04476,2024-04-30,CUST-176,PROD-024,62,Modern Trade,Cirebon
S04477,2024-06-12,CUST-173,PROD-034,293,Modern Trade,Depok
S04478,2024-11-17,CUST-119,PROD-004,46,Traditional Trade,Majalengka
S04479,2024-04-16,CUST-186,PROD-035,89,Traditional Trade,Tasikmalaya
S04480,2024-11-22,CUST-036,PROD-015,97,Traditional Trade,Sukabumi Kab.
S04481,2024-02-03,CUST-002,PROD-002,15,E-commerce,Ciamis
S04482,2024-10-20,CUST-127,PROD-031,51,Traditional Trade,Depok
S04483,2024-11-15,CUST-105,PROD-009,469,Distributor,Sukabumi
S04484,2024-03-06,CUST-018,PROD-010,119,Traditional Trade,Bogor
S04485,2024-05-22,CUST-177,PROD-025,14,Traditional Trade,Bogor Kab.
S04486,2024-03-02,CUST-008,PROD-005,288,Modern Trade,Tasikmalaya Kab.
S04487,2024-09-13,CUST-186,PROD-014,9,Traditional Trade,Tasikmalaya
S04488,2024-07-07,CUST-015,PROD-038,18,E-commerce,Bogor Kab.
S04489,2024-08-15,CUST-145,PROD-040,123,Traditional Trade,Garut Kab.
S04490,2024-03-10,CUST-023,PROD-002,10,Traditional Trade,Cirebon Kab.
S04491,2024-03-14,CUST-194,PROD-018,134,Modern Trade,Kuningan
S04492,2024-01-16,CUST-198,PROD-029,475,Distributor,Bandung
S04493,2024-04-12,CUST-093,PROD-020,352,Distributor,Tasikmalaya
S04494,2024-07-17,CUST-155,PROD-008,264,Distributor,Tasikmalaya Kab.
S04495,2024-11-18,CUST-165,PROD-037,32,Traditional Trade,Karawang
S04496,2024-08-26,CUST-049,PROD-026,278,Modern Trade,Pangandaran
S04497,2024-05-25,CUST-064,PROD-037,29,Traditional Trade,Depok
S04498,2024-12-17,CUST-034,PROD-004,16,Modern Trade,Garut Kab.
S04499,2024-09-20,CUST-018,PROD-033,84,Traditional Trade,Bogor
S04500,2024-12-10,CUST-064,PROD-022,70,Traditional Trade,Depok
S04501,2024-07-04,CUST-106,PROD-006,85,Distributor,Purwakarta
S04502,2024-03-26,CUST-074,PROD-033,2,E-commerce,Bogor Kab.
S04503,2024-01-21,CUST-102,PROD-028,49,E-commerce,Tasikmalaya Kab.
S04504,2024-09-24,CUST-172,PROD-024,343,Distributor,Kuningan
S04505,2024-02-15,CUST-017,PROD-004,18,Traditional Trade,Cianjur
S04506,2024-04-07,CUST-187,PROD-002,164,Modern Trade,Pangandaran
S04507,2024-07-06,CUST-141,PROD-013,448,Distributor,Bogor
S04508,2024-07-18,CUST-052,PROD-011,134,Distributor,Sumedang
S04509,2024-08-02,CUST-188,PROD-035,149,Modern Trade,Bekasi Kab.
S04510,2024-03-02,CUST-170,PROD-039,106,Modern Trade,Bogor Kab.
S04511,2024-04-27,CUST-064,PROD-010,90,Traditional Trade,Depok
S04512,2024-08-08,CUST-194,PROD-010,198,Modern Trade,Kuningan
S04513,2024-12-22,CUST-034,PROD-008,91,Modern Trade,Garut Kab.
S04514,2024-09-24,CUST-095,PROD-005,44,E-commerce,Pangandaran
S04515,2024-12-08,CUST-087,PROD-023,229,Distributor,Subang
S04516,2024-10-12,CUST-199,PROD-034,134,Traditional Trade,Tasikmalaya
S04517,2024-07-29,CUST-102,PROD-032,29,E-commerce,Tasikmalaya Kab.
S04518,2024-03-09,CUST-192,PROD-016,109,Traditional Trade,Cirebon
S04519,2024-08-26,CUST-161,PROD-004,219,Modern Trade,Purwakarta
S04520,2024-08-10,CUST-140,PROD-028,9,E-commerce,Bekasi
S04521,2024-08-03,CUST-076,PROD-014,298,Distributor,Bekasi Kab.
S04522,2024-06-18,CUST-019,PROD-012,76,Traditional Trade,Banjar
S04523,2024-07-04,CUST-137,PROD-021,33,E-commerce,Kuningan
S04524,2024-04-15,CUST-074,PROD-016,5,E-commerce,Bogor Kab.
S04525,2024-06-30,CUST-145,PROD-002,82,Traditional Trade,Garut Kab.
S04526,2024-03-10,CUST-050,PROD-023,107,Distributor,Sukabumi
S04527,2024-11-02,CUST-039,PROD-029,129,Traditional Trade,Purwakarta
S04528,2024-03-07,CUST-169,PROD-009,15,Traditional Trade,Ciamis
S04529,2024-02-02,CUST-138,PROD-007,36,Modern Trade,Kuningan
S04530,2024-05-26,CUST-012,PROD-029,60,Traditional Trade,Cirebon
S04531,2024-08-23,CUST-079,PROD-017,16,E-commerce,Bogor Kab.
S04532,2024-05-26,CUST-015,PROD-009,45,E-commerce,Bogor Kab.
S04533,2024-03-31,CUST-028,PROD-006,70,Modern Trade,Cirebon Kab.
S04534,2024-07-16,CUST-132,PROD-020,47,E-commerce,Cimahi
S04535,2024-04-18,CUST-036,PROD-010,110,Traditional Trade,Sukabumi Kab.
S04536,2024-12-11,CUST-119,PROD-009,27,Traditional Trade,Majalengka
S04537,2024-12-08,CUST-065,PROD-012,45,Modern Trade,Cirebon Kab.
S04538,2024-06-23,CUST-098,PROD-033,47,Modern Trade,Sumedang
S04539,2024-04-13,CUST-047,PROD-032,81,Modern Trade,Garut
S04540,2024-09-29,CUST-081,PROD-034,65,Modern Trade,Sumedang
S04541,2024-01-15,CUST-039,PROD-019,80,Traditional Trade,Purwakarta
S04542,2024-06-12,CUST-038,PROD-033,259,Distributor,Purwakarta
S04543,2024-04-15,CUST-044,PROD-016,220,Modern Trade,Tasikmalaya
S04544,2024-12-07,CUST-179,PROD-023,277,Distributor,Depok
S04545,2024-01-05,CUST-097,PROD-026,111,Traditional Trade,Karawang
S04546,2024-07-14,CUST-124,PROD-037,21,E-commerce,Garut Kab.
S04547,2024-10-01,CUST-026,PROD-009,23,E-commerce,Pangandaran
S04548,2024-06-16,CUST-164,PROD-030,124,Traditional Trade,Sukabumi Kab.
S04549,2024-02-02,CUST-197,PROD-013,280,Distributor,Bandung
S04550,2024-12-23,CUST-097,PROD-016,148,Traditional Trade,Karawang
S04551,2024-06-30,CUST-001,PROD-002,69,Traditional Trade,Depok
S04552,2024-08-07,CUST-053,PROD-031,112,Traditional Trade,Bogor Kab.
S04553,2024-03-20,CUST-006,PROD-019,84,Traditional Trade,Pangandaran
S04554,2024-06-16,CUST-037,PROD-011,182,Distributor,Indramayu
S04555,2024-05-21,CUST-002,PROD-014,46,E-commerce,Ciamis
S04556,2024-01-29,CUST-123,PROD-025,18,E-commerce,Bandung
S04557,2024-02-10,CUST-069,PROD-007,346,Distributor,Subang
S04558,2024-11-12,CUST-169,PROD-015,102,Traditional Trade,Ciamis
S04559,2024-03-21,CUST-179,PROD-030,221,Distributor,Depok
S04560,2024-03-09,CUST-175,PROD-031,98,Modern Trade,Purwakarta
S04561,2024-06-24,CUST-013,PROD-024,411,Distributor,Cianjur
S04562,2024-10-16,CUST-069,PROD-025,275,Distributor,Subang
S04563,2024-01-24,CUST-066,PROD-008,152,Modern Trade,Cimahi
S04564,2024-07-23,CUST-059,PROD-030,4,E-commerce,Tasikmalaya Kab.
S04565,2024-02-14,CUST-068,PROD-036,4,E-commerce,Bogor
S04566,2024-01-14,CUST-059,PROD-014,25,E-commerce,Tasikmalaya Kab.
S04567,2024-01-21,CUST-117,PROD-029,41,E-commerce,Cirebon
S04568,2024-11-11,CUST-010,PROD-027,13,E-commerce,Kuningan
S04569,2024-02-14,CUST-141,PROD-036,347,Distributor,Bogor
S04570,2024-01-18,CUST-130,PROD-034,34,Modern Trade,Depok
S04571,2024-05-27,CUST-015,PROD-021,3,E-commerce,Bogor Kab.
S04572,2024-11-14,CUST-046,PROD-038,212,Distributor,Bekasi
S04573,2024-03-27,CUST-185,PROD-011,116,Traditional Trade,Karawang
S04574,2024-05-17,CUST-138,PROD-033,215,Modern Trade,Kuningan
S04575,2024-01-16,CUST-150,PROD-015,116,Traditional Trade,Purwakarta
S04576,2024-06-02,CUST-089,PROD-012,146,Modern Trade,Purwakarta
S04577,2024-07-24,CUST-077,PROD-024,288,Modern Trade,Banjar
S04578,2024-07-21,CUST-136,PROD-037,494,Distributor,Indramayu
S04579,2024-04-14,CUST-149,PROD-011,37,E-commerce,Bekasi
S04580,2024-04-10,CUST-150,PROD-019,19,Traditional Trade,Purwakarta
S04581,2024-02-10,CUST-110,PROD-001,237,Modern Trade,Depok
S04582,2024-04-23,CUST-097,PROD-017,131,Traditional Trade,Karawang
S04583,2024-02-07,CUST-045,PROD-040,18,Traditional Trade,Bogor
S04584,2024-10-15,CUST-091,PROD-016,257,Modern Trade,Subang
S04585,2024-12-21,CUST-168,PROD-026,20,E-commerce,Majalengka
S04586,2024-12-22,CUST-114,PROD-015,85,Distributor,Cirebon Kab.
S04587,2024-11-21,CUST-150,PROD-008,149,Traditional Trade,Purwakarta
S04588,2024-08-02,CUST-158,PROD-030,8,Traditional Trade,Depok
S04589,2024-09-10,CUST-190,PROD-014,3,E-commerce,Cirebon Kab.
S04590,2024-04-02,CUST-073,PROD-033,19,E-commerce,Cimahi
S04591,2024-08-13,CUST-173,PROD-007,67,Modern Trade,Depok
S04592,2024-06-04,CUST-035,PROD-018,472,Distributor,Garut Kab.
S04593,2024-06-15,CUST-042,PROD-012,11,Traditional Trade,Kuningan
S04594,2024-10-10,CUST-133,PROD-002,85,Distributor,Cirebon Kab.
S04595,2024-04-01,CUST-027,PROD-029,220,Modern Trade,Bandung
S04596,2024-04-10,CUST-198,PROD-021,381,Distributor,Bandung
S04597,2024-12-09,CUST-190,PROD-007,20,E-commerce,Cirebon Kab.
S04598,2024-01-22,CUST-032,PROD-027,151,Distributor,Tasikmalaya
S04599,2024-06-17,CUST-136,PROD-012,125,Distributor,Indramayu
S04600,2024-12-05,CUST-103,PROD-020,72,Traditional Trade,Tasikmalaya
S04601,2024-08-05,CUST-085,PROD-014,75,Modern Trade,Sukabumi Kab.
S04602,2024-07-11,CUST-146,PROD-010,47,E-commerce,Bogor
S04603,2024-03-24,CUST-078,PROD-023,231,Modern Trade,Sukabumi Kab.
S04604,2024-04-17,CUST-143,PROD-030,200,Distributor,Cimahi
S04605,2024-11-17,CUST-154,PROD-031,439,Distributor,Bekasi
S04606,2024-07-16,CUST-181,PROD-010,18,E-commerce,Garut
S04607,2024-06-28,CUST-044,PROD-019,287,Modern Trade,Tasikmalaya
S04608,2024-02-07,CUST-032,PROD-019,117,Distributor,Tasikmalaya
S04609,2024-01-07,CUST-028,PROD-023,244,Modern Trade,Cirebon Kab.
S04610,2024-12-20,CUST-167,PROD-032,212,Modern Trade,Depok
S04611,2024-04-26,CUST-160,PROD-020,102,Traditional Trade,Sukabumi
S04612,2024-08-03,CUST-077,PROD-004,18,Modern Trade,Banjar
S04613,2024-01-31,CUST-018,PROD-033,79,Traditional Trade,Bogor
S04614,2024-09-01,CUST-103,PROD-001,21,Traditional Trade,Tasikmalaya
S04615,2024-12-11,CUST-070,PROD-013,55,Traditional Trade,Majalengka
S04616,2024-07-23,CUST-119,PROD-003,28,Traditional Trade,Majalengka
S04617,2024-02-17,CUST-139,PROD-012,129,Traditional Trade,Cianjur
S04618,2024-07-25,CUST-160,PROD-029,19,Traditional Trade,Sukabumi
S04619,2024-10-14,CUST-148,PROD-031,28,E-commerce,Bogor
S04620,2024-05-07,CUST-097,PROD-036,135,Traditional Trade,Karawang
S04621,2024-11-25,CUST-168,PROD-002,29,E-commerce,Majalengka
S04622,2024-08-19,CUST-136,PROD-022,303,Distributor,Indramayu
S04623,2024-12-01,CUST-035,PROD-022,357,Distributor,Garut Kab.
S04624,2024-08-10,CUST-069,PROD-031,359,Distributor,Subang
S04625,2024-02-19,CUST-126,PROD-014,62,Traditional Trade,Sukabumi Kab.
S04626,2024-04-08,CUST-099,PROD-029,49,Traditional Trade,Purwakarta
S04627,2024-03-11,CUST-078,PROD-035,127,Modern Trade,Sukabumi Kab.
S04628,2024-12-04,CUST-149,PROD-009,13,E-commerce,Bekasi
S04629,2024-10-11,CUST-111,PROD-032,99,Distributor,Sukabumi
S04630,2024-08-30,CUST-152,PROD-027,327,Distributor,Bogor
S04631,2024-04-06,CUST-017,PROD-010,56,Traditional Trade,Cianjur
S04632,2024-03-07,CUST-146,PROD-025,31,E-commerce,Bogor
S04633,2024-10-09,CUST-140,PROD-033,7,E-commerce,Bekasi
S04634,2024-06-12,CUST-144,PROD-011,94,Traditional Trade,Banjar
S04635,2024-03-17,CUST-004,PROD-037,40,Modern Trade,Cirebon
S04636,2024-08-08,CUST-162,PROD-009,106,Traditional Trade,Purwakarta
S04637,2024-01-16,CUST-092,PROD-007,136,Traditional Trade,Kuningan
S04638,2024-04-13,CUST-174,PROD-007,468,Distributor,Karawang
S04639,2024-06-10,CUST-075,PROD-034,146,Distributor,Bandung Barat
S04640,2024-02-25,CUST-159,PROD-019,76,Modern Trade,Garut Kab.
S04641,2024-12-27,CUST-153,PROD-020,241,Distributor,Bandung
S04642,2024-03-13,CUST-103,PROD-025,141,Traditional Trade,Tasikmalaya
S04643,2024-02-19,CUST-024,PROD-005,193,Modern Trade,Bekasi Kab.
S04644,2024-03-12,CUST-065,PROD-029,65,Modern Trade,Cirebon Kab.
S04645,2024-10-16,CUST-117,PROD-027,19,E-commerce,Cirebon
S04646,2024-05-19,CUST-153,PROD-025,299,Distributor,Bandung
S04647,2024-07-19,CUST-156,PROD-037,26,E-commerce,Kuningan
S04648,2024-01-09,CUST-164,PROD-015,64,Traditional Trade,Sukabumi Kab.
S04649,2024-01-14,CUST-082,PROD-004,137,Modern Trade,Tasikmalaya Kab.
S04650,2024-05-31,CUST-006,PROD-014,131,Traditional Trade,Pangandaran
S04651,2024-11-06,CUST-066,PROD-017,81,Modern Trade,Cimahi
S04652,2024-11-27,CUST-067,PROD-021,24,E-commerce,Purwakarta
S04653,2024-02-03,CUST-072,PROD-016,139,Distributor,Sumedang
S04654,2024-07-08,CUST-095,PROD-026,48,E-commerce,Pangandaran
S04655,2024-12-05,CUST-048,PROD-009,62,Traditional Trade,Depok
S04656,2024-04-29,CUST-070,PROD-002,67,Traditional Trade,Majalengka
S04657,2024-11-10,CUST-078,PROD-015,256,Modern Trade,Sukabumi Kab.
S04658,2024-02-20,CUST-067,PROD-035,3,E-commerce,Purwakarta
S04659,2024-12-12,CUST-176,PROD-024,144,Modern Trade,Cirebon
S04660,2024-10-07,CUST-065,PROD-038,11,Modern Trade,Cirebon Kab.
S04661,2024-12-14,CUST-172,PROD-014,210,Distributor,Kuningan
S04662,2024-08-30,CUST-063,PROD-037,144,Traditional Trade,Purwakarta
S04663,2024-04-22,CUST-046,PROD-037,353,Distributor,Bekasi
S04664,2024-12-13,CUST-147,PROD-006,12,E-commerce,Bandung
S04665,2024-03-30,CUST-192,PROD-018,57,Traditional Trade,Cirebon
S04666,2024-04-14,CUST-073,PROD-022,10,E-commerce,Cimahi
S04667,2024-09-10,CUST-071,PROD-018,129,Traditional Trade,Bogor Kab.
S04668,2024-10-14,CUST-110,PROD-002,91,Modern Trade,Depok
S04669,2024-12-10,CUST-178,PROD-032,72,Traditional Trade,Karawang
S04670,2024-03-12,CUST-063,PROD-017,98,Traditional Trade,Purwakarta
S04671,2024-10-31,CUST-041,PROD-001,48,E-commerce,Cirebon Kab.
S04672,2024-09-30,CUST-007,PROD-009,222,Modern Trade,Depok
S04673,2024-01-25,CUST-137,PROD-013,23,E-commerce,Kuningan
S04674,2024-04-28,CUST-004,PROD-036,158,Modern Trade,Cirebon
S04675,2024-04-01,CUST-089,PROD-037,81,Modern Trade,Purwakarta
S04676,2024-04-07,CUST-177,PROD-030,107,Traditional Trade,Bogor Kab.
S04677,2024-12-26,CUST-134,PROD-031,17,Traditional Trade,Bandung Barat
S04678,2024-08-17,CUST-082,PROD-023,241,Modern Trade,Tasikmalaya Kab.
S04679,2024-09-19,CUST-021,PROD-028,159,Modern Trade,Bandung Barat
S04680,2024-12-24,CUST-143,PROD-010,312,Distributor,Cimahi
S04681,2024-04-26,CUST-128,PROD-025,24,E-commerce,Tasikmalaya Kab.
S04682,2024-11-01,CUST-195,PROD-036,137,Traditional Trade,Tasikmalaya
S04683,2024-05-25,CUST-194,PROD-026,59,Modern Trade,Kuningan
S04684,2024-11-22,CUST-184,PROD-026,495,Distributor,Sukabumi Kab.
S04685,2024-03-06,CUST-105,PROD-013,232,Distributor,Sukabumi
S04686,2024-12-16,CUST-104,PROD-017,26,E-commerce,Karawang
S04687,2024-03-16,CUST-068,PROD-040,10,E-commerce,Bogor
S04688,2024-04-13,CUST-160,PROD-004,15,Traditional Trade,Sukabumi
S04689,2024-10-09,CUST-194,PROD-023,111,Modern Trade,Kuningan
S04690,2024-04-30,CUST-110,PROD-035,20,Modern Trade,Depok
S04691,2024-08-05,CUST-157,PROD-011,116,Traditional Trade,Subang
S04692,2024-05-31,CUST-066,PROD-012,103,Modern Trade,Cimahi
S04693,2024-10-02,CUST-162,PROD-009,8,Traditional Trade,Purwakarta
S04694,2024-03-18,CUST-027,PROD-015,267,Modern Trade,Bandung
S04695,2024-01-23,CUST-060,PROD-037,49,Traditional Trade,Pangandaran
S04696,2024-04-06,CUST-118,PROD-005,10,E-commerce,Garut
S04697,2024-06-12,CUST-167,PROD-019,214,Modern Trade,Depok
S04698,2024-03-02,CUST-044,PROD-011,51,Modern Trade,Tasikmalaya
S04699,2024-04-20,CUST-036,PROD-009,33,Traditional Trade,Sukabumi Kab.
S04700,2024-05-04,CUST-019,PROD-035,148,Traditional Trade,Banjar
S04701,2024-01-23,CUST-091,PROD-027,109,Modern Trade,Subang
S04702,2024-07-26,CUST-045,PROD-013,136,Traditional Trade,Bogor
S04703,2024-11-26,CUST-149,PROD-012,36,E-commerce,Bekasi
S04704,2024-02-26,CUST-151,PROD-009,20,Traditional Trade,Subang
S04705,2024-08-01,CUST-155,PROD-028,474,Distributor,Tasikmalaya Kab.
S04706,2024-08-25,CUST-098,PROD-013,15,Modern Trade,Sumedang
S04707,2024-05-15,CUST-200,PROD-020,42,E-commerce,Garut Kab.
S04708,2024-09-11,CUST-019,PROD-013,132,Traditional Trade,Banjar
S04709,2024-05-10,CUST-041,PROD-027,28,E-commerce,Cirebon Kab.
S04710,2024-06-24,CUST-026,PROD-026,36,E-commerce,Pangandaran
S04711,2024-01-03,CUST-028,PROD-029,262,Modern Trade,Cirebon Kab.
S04712,2024-09-06,CUST-064,PROD-029,80,Traditional Trade,Depok
S04713,2024-08-24,CUST-068,PROD-022,42,E-commerce,Bogor
S04714,2024-01-15,CUST-080,PROD-009,400,Distributor,Banjar
S04715,2024-04-24,CUST-051,PROD-024,277,Modern Trade,Depok
S04716,2024-12-25,CUST-102,PROD-019,32,E-commerce,Tasikmalaya Kab.
S04717,2024-05-16,CUST-176,PROD-038,226,Modern Trade,Cirebon
S04718,2024-06-23,CUST-010,PROD-031,29,E-commerce,Kuningan
S04719,2024-12-04,CUST-167,PROD-039,284,Modern Trade,Depok
S04720,2024-09-19,CUST-100,PROD-015,101,Traditional Trade,Pangandaran
S04721,2024-07-26,CUST-122,PROD-032,49,Traditional Trade,Bogor
S04722,2024-10-31,CUST-147,PROD-029,40,E-commerce,Bandung
S04723,2024-11-20,CUST-064,PROD-034,58,Traditional Trade,Depok
S04724,2024-06-05,CUST-124,PROD-009,46,E-commerce,Garut Kab.
S04725,2024-06-12,CUST-019,PROD-035,84,Traditional Trade,Banjar
S04726,2024-04-28,CUST-076,PROD-006,243,Distributor,Bekasi Kab.
S04727,2024-12-21,CUST-062,PROD-037,8,E-commerce,Ciamis
S04728,2024-09-08,CUST-141,PROD-014,62,Distributor,Bogor
S04729,2024-02-01,CUST-025,PROD-009,144,Traditional Trade,Bandung Barat
S04730,2024-11-20,CUST-089,PROD-019,249,Modern Trade,Purwakarta
S04731,2024-06-14,CUST-092,PROD-023,18,Traditional Trade,Kuningan
S04732,2024-01-27,CUST-042,PROD-028,46,Traditional Trade,Kuningan
S04733,2024-07-12,CUST-117,PROD-016,35,E-commerce,Cirebon
S04734,2024-05-14,CUST-039,PROD-026,80,Traditional Trade,Purwakarta
S04735,2024-11-24,CUST-158,PROD-038,108,Traditional Trade,Depok
S04736,2024-03-12,CUST-133,PROD-040,481,Distributor,Cirebon Kab.
S04737,2024-11-09,CUST-081,PROD-025,74,Modern Trade,Sumedang
S04738,2024-07-16,CUST-146,PROD-035,17,E-commerce,Bogor
S04739,2024-01-21,CUST-107,PROD-005,42,Traditional Trade,Karawang
S04740,2024-12-23,CUST-111,PROD-007,77,Distributor,Sukabumi
S04741,2024-06-27,CUST-021,PROD-023,298,Modern Trade,Bandung Barat
S04742,2024-04-03,CUST-050,PROD-025,457,Distributor,Sukabumi
S04743,2024-06-10,CUST-121,PROD-001,47,E-commerce,Bogor
S04744,2024-11-18,CUST-134,PROD-022,130,Traditional Trade,Bandung Barat
S04745,2024-04-07,CUST-050,PROD-004,433,Distributor,Sukabumi
S04746,2024-03-09,CUST-194,PROD-028,94,Modern Trade,Kuningan
S04747,2024-02-18,CUST-115,PROD-014,246,Modern Trade,Cimahi
S04748,2024-04-05,CUST-001,PROD-033,136,Traditional Trade,Depok
S04749,2024-10-22,CUST-185,PROD-004,123,Traditional Trade,Karawang
S04750,2024-06-11,CUST-030,PROD-011,10,E-commerce,Banjar
S04751,2024-03-18,CUST-186,PROD-039,40,Traditional Trade,Tasikmalaya
S04752,2024-03-02,CUST-107,PROD-032,77,Traditional Trade,Karawang
S04753,2024-04-14,CUST-180,PROD-004,208,Distributor,Garut Kab.
S04754,2024-12-13,CUST-165,PROD-001,136,Traditional Trade,Karawang
S04755,2024-04-17,CUST-048,PROD-026,126,Traditional Trade,Depok
S04756,2024-12-28,CUST-087,PROD-033,261,Distributor,Subang
S04757,2024-06-16,CUST-129,PROD-017,140,Traditional Trade,Sukabumi
S04758,2024-03-05,CUST-019,PROD-027,31,Traditional Trade,Banjar
S04759,2024-11-28,CUST-046,PROD-005,213,Distributor,Bekasi
S04760,2024-06-06,CUST-195,PROD-007,141,Traditional Trade,Tasikmalaya
S04761,2024-09-15,CUST-130,PROD-025,180,Modern Trade,Depok
S04762,2024-12-27,CUST-056,PROD-008,45,Traditional Trade,Sumedang
S04763,2024-01-20,CUST-145,PROD-034,108,Traditional Trade,Garut Kab.
S04764,2024-02-06,CUST-092,PROD-004,30,Traditional Trade,Kuningan
S04765,2024-09-21,CUST-082,PROD-012,138,Modern Trade,Tasikmalaya Kab.
S04766,2024-04-01,CUST-079,PROD-031,20,E-commerce,Bogor Kab.
S04767,2024-03-07,CUST-150,PROD-011,96,Traditional Trade,Purwakarta
S04768,2024-01-16,CUST-105,PROD-037,145,Distributor,Sukabumi
S04769,2024-01-09,CUST-027,PROD-036,61,Modern Trade,Bandung
S04770,2024-10-19,CUST-055,PROD-022,103,Modern Trade,Subang
S04771,2024-02-20,CUST-160,PROD-001,68,Traditional Trade,Sukabumi
S04772,2024-06-09,CUST-060,PROD-004,25,Traditional Trade,Pangandaran
S04773,2024-08-04,CUST-109,PROD-036,110,Traditional Trade,Tasikmalaya
S04774,2024-05-21,CUST-156,PROD-008,16,E-commerce,Kuningan
S04775,2024-01-11,CUST-156,PROD-025,8,E-commerce,Kuningan
S04776,2024-10-23,CUST-120,PROD-028,290,Modern Trade,Cimahi
S04777,2024-01-05,CUST-153,PROD-038,500,Distributor,Bandung
S04778,2024-10-12,CUST-085,PROD-036,291,Modern Trade,Sukabumi Kab.
S04779,2024-11-29,CUST-086,PROD-036,104,Traditional Trade,Bogor Kab.
S04780,2024-05-24,CUST-117,PROD-004,17,E-commerce,Cirebon
S04781,2024-07-07,CUST-154,PROD-013,76,Distributor,Bekasi
S04782,2024-06-13,CUST-108,PROD-038,67,Traditional Trade,Bandung
S04783,2024-04-29,CUST-075,PROD-025,391,Distributor,Bandung Barat
S04784,2024-11-27,CUST-119,PROD-003,122,Traditional Trade,Majalengka
S04785,2024-11-29,CUST-199,PROD-032,42,Traditional Trade,Tasikmalaya
S04786,2024-04-15,CUST-145,PROD-039,50,Traditional Trade,Garut Kab.
S04787,2024-08-07,CUST-007,PROD-001,136,Modern Trade,Depok
S04788,2024-12-09,CUST-184,PROD-011,120,Distributor,Sukabumi Kab.
S04789,2024-12-20,CUST-192,PROD-002,135,Traditional Trade,Cirebon
S04790,2024-06-26,CUST-148,PROD-005,6,E-commerce,Bogor
S04791,2024-06-03,CUST-166,PROD-022,262,Modern Trade,Garut
S04792,2024-03-31,CUST-075,PROD-013,62,Distributor,Bandung Barat
S04793,2024-12-19,CUST-058,PROD-023,46,E-commerce,Sukabumi
S04794,2024-02-23,CUST-016,PROD-031,15,E-commerce,Cimahi
